,0
Aporia ,0.0
Guild.ai ,0.0
WhyLabs ,0.0
Comet.ml ,0.425531914893617
Fiddler ,0.425531914893617
Arize ,0.851063829787234
Evidently AI ,0.851063829787234
ClearML ,0.851063829787234
Other,2.5531914893617023
Neptune.ai ,2.5531914893617023
DVC ,3.404255319148936
Weights & Biases ,12.340425531914894
TensorBoard ,15.74468085106383
MLflow ,20.425531914893618
No / None,59.57446808510638
